Time,Vrms,Irms,Temperature,Vibration
2026-06-21 13:06:27,256.74,38.57,69.98,1.08
2026-06-21 13:06:29,289.24,34.33,59.59,1.42
2026-06-21 13:06:32,275.32,36.05,63.96,0.95
2026-06-21 13:06:35,270.95,36.69,65.07,0.79
2026-06-21 13:06:37,255.33,38.79,71.58,1.04
2026-06-21 13:06:41,277.91,35.73,63.36,1.20
2026-06-21 13:06:43,255.51,38.76,68.66,1.02
2026-06-21 13:06:47,274.93,36.10,64.65,1.03
2026-06-21 13:06:52,284.82,34.86,59.64,0.76
2026-06-21 13:06:56,293.74,33.85,59.09,1.24
2026-06-21 13:07:02,279.34,35.57,63.34,1.18
2026-06-21 13:07:04,265.28,37.36,66.96,0.88
2026-06-21 13:07:07,261.51,37.96,69.86,1.10
2026-06-21 13:07:09,267.42,37.07,66.47,1.21
2026-06-21 13:07:12,274.72,36.14,63.67,1.11
2026-06-21 13:07:14,281.30,35.37,63.42,0.71
2026-06-21 13:07:17,251.85,39.35,70.73,1.05
2026-06-21 13:07:19,278.75,35.65,63.84,0.72
2026-06-21 13:07:22,293.30,33.91,61.12,0.80
2026-06-21 13:07:26,279.47,35.61,63.10,0.84
2026-06-21 13:07:28,269.75,36.87,66.95,1.01
2026-06-21 13:07:31,254.13,38.99,69.16,0.94
2026-06-21 13:07:35,282.06,35.21,62.55,0.75
2026-06-21 13:07:37,293.49,33.88,59.03,0.64
2026-06-21 13:07:40,287.72,34.51,60.19,0.67
2026-06-21 13:07:42,262.75,37.78,68.13,0.87
2026-06-21 13:07:45,293.58,33.87,59.13,0.97
2026-06-21 13:07:47,286.02,34.70,62.44,1.09
2026-06-21 13:07:53,295.80,33.61,60.86,0.97
2026-06-21 13:07:58,293.80,33.86,58.46,1.05
2026-06-21 13:08:01,295.58,33.63,58.45,0.98
2026-06-21 13:08:05,291.54,34.05,59.99,0.86
2026-06-21 13:08:07,273.93,36.27,64.66,0.56
2026-06-21 13:08:10,293.84,33.86,58.33,1.02
2026-06-21 13:08:12,268.94,36.92,65.15,1.26
2026-06-21 13:08:15,258.13,38.38,69.01,1.67
2026-06-21 13:08:17,284.39,34.91,62.54,0.99
2026-06-21 13:08:20,283.59,35.00,63.64,0.79
2026-06-21 13:08:22,271.09,36.67,67.27,1.13
2026-06-21 13:08:24,266.68,37.16,66.28,1.05
2026-06-21 13:08:27,254.89,38.86,69.84,0.96
2026-06-21 13:08:29,275.16,36.06,63.59,0.97
2026-06-21 13:08:31,266.15,37.22,66.64,0.85
2026-06-21 13:08:34,256.31,38.63,68.91,0.93
2026-06-21 13:08:36,270.87,36.70,63.71,0.80
2026-06-21 13:08:39,290.47,34.20,57.43,1.43
2026-06-21 13:08:41,295.20,33.71,59.94,1.00
2026-06-21 13:08:43,290.74,34.14,59.93,1.08
2026-06-21 13:08:45,292.01,34.04,60.95,1.24
2026-06-21 13:08:48,273.44,36.33,65.22,0.76
2026-06-21 13:08:51,258.20,38.37,69.04,1.32
2026-06-21 13:08:53,283.89,34.99,63.74,1.00
2026-06-21 13:08:56,268.82,36.92,67.33,1.22
2026-06-21 13:08:59,280.41,35.41,61.70,0.82
2026-06-21 13:09:01,258.61,38.33,68.93,0.91
2026-06-21 13:09:04,270.62,36.72,66.50,0.97
2026-06-21 13:09:06,267.11,37.13,64.05,0.87
2026-06-21 13:09:08,289.06,34.34,59.74,0.85
2026-06-21 13:09:11,282.57,35.16,61.60,1.13
2026-06-21 13:09:13,259.12,38.25,67.36,1.35
2026-06-21 13:09:15,261.28,37.99,68.39,1.32
2026-06-21 13:09:17,268.80,36.92,64.86,1.23
2026-06-21 13:09:20,256.75,38.58,68.89,0.80
2026-06-21 13:09:22,257.58,38.48,69.39,0.73
2026-06-21 13:09:25,259.97,38.16,68.54,0.84
2026-06-21 13:09:27,279.44,35.55,62.41,1.19
2026-06-21 13:09:30,294.91,33.70,59.54,1.20
2026-06-21 13:09:32,281.78,35.29,62.70,0.67
2026-06-21 13:09:35,266.37,37.21,65.41,1.16
2026-06-21 13:09:37,266.88,37.16,66.01,0.70
2026-06-21 13:09:39,256.92,38.55,69.73,1.34
2026-06-21 13:09:42,271.46,36.64,63.50,1.34
2026-06-21 13:09:44,275.76,36.00,64.80,0.86
2026-06-21 13:09:46,258.53,38.33,69.90,1.20
2026-06-21 13:09:49,260.81,38.05,68.39,1.03
2026-06-21 13:09:51,267.95,37.01,65.36,1.11
2026-06-21 13:09:53,288.20,34.47,58.74,1.03
2026-06-21 13:09:55,269.42,36.85,65.96,1.35
2026-06-21 13:09:58,253.68,39.05,72.60,1.04
2026-06-21 13:10:00,254.34,38.96,69.94,0.95
2026-06-21 13:10:03,295.03,33.70,59.15,1.19
2026-06-21 13:10:05,287.13,34.57,60.64,0.86
2026-06-21 13:10:08,280.92,35.36,63.42,1.01
2026-06-21 13:10:10,260.33,38.11,68.97,1.19
2026-06-21 13:10:12,293.65,33.86,58.38,0.97
2026-06-21 13:10:15,261.51,37.96,69.38,0.87
2026-06-21 13:10:17,289.46,34.29,59.98,1.14
2026-06-21 13:10:20,270.56,36.72,66.58,0.85
2026-06-21 13:10:22,264.25,37.53,67.63,0.67
2026-06-21 13:10:24,261.50,37.96,69.97,0.76
2026-06-21 13:10:26,278.13,35.72,62.26,1.23
2026-06-21 13:10:28,287.31,34.58,61.62,0.67
2026-06-21 13:10:31,294.85,33.71,60.09,1.12
2026-06-21 13:10:33,268.74,36.94,66.91,1.01
2026-06-21 13:10:36,267.89,37.03,65.27,1.00
2026-06-21 13:10:39,294.21,33.79,58.37,0.90
2026-06-21 13:10:41,266.00,37.29,68.32,1.08
2026-06-21 13:10:43,263.74,37.61,67.97,1.24
2026-06-21 13:10:46,264.76,37.44,67.12,0.91
2026-06-21 13:10:48,254.04,39.01,68.97,1.01
2026-06-21 13:10:50,261.49,37.96,68.00,1.12
2026-06-21 13:10:52,269.97,36.80,66.22,0.90
2026-06-21 13:10:54,254.00,39.02,71.06,1.03
2026-06-21 13:10:57,291.38,34.07,59.63,0.71
2026-06-21 13:10:59,282.78,35.16,60.85,0.99
2026-06-21 13:11:02,268.22,36.99,65.56,1.33
2026-06-21 13:11:04,252.23,39.31,72.77,1.12
2026-06-21 13:11:08,262.07,37.88,67.38,1.03
2026-06-21 13:11:10,282.40,35.17,62.35,1.23
2026-06-21 13:11:13,292.51,33.98,59.44,0.71
2026-06-21 13:11:15,266.29,37.21,67.77,1.23
2026-06-21 13:11:17,296.05,33.56,58.09,0.98
2026-06-21 13:11:20,277.28,35.81,62.94,0.50
2026-06-21 13:11:22,260.64,38.07,68.25,1.14
2026-06-21 13:11:24,269.41,36.83,62.71,0.94
2026-06-21 13:11:26,252.90,39.20,72.15,0.94
2026-06-21 13:11:29,266.56,37.18,66.71,1.18
2026-06-21 13:11:31,253.19,39.14,70.05,1.42
2026-06-21 13:11:34,268.91,36.90,65.06,0.84
2026-06-21 13:11:36,262.89,37.76,67.92,1.08
2026-06-21 13:11:38,252.80,39.21,71.48,0.80
2026-06-21 13:11:41,287.90,34.50,59.94,0.88
2026-06-21 13:11:43,264.30,37.51,67.55,0.95
2026-06-21 13:11:45,288.10,34.47,60.32,1.12
2026-06-21 13:11:48,276.28,35.92,65.16,0.84
2026-06-21 13:11:50,265.61,37.35,68.00,0.83
2026-06-21 13:11:52,272.56,36.47,63.68,0.81
2026-06-21 13:11:54,293.46,33.89,58.51,1.07
2026-06-21 13:11:57,275.73,36.01,64.47,1.21
2026-06-21 13:11:59,260.55,38.08,69.28,1.15
2026-06-21 13:12:01,253.99,39.01,71.40,0.70
2026-06-21 13:12:04,262.34,37.84,68.63,1.19
2026-06-21 13:12:06,261.22,38.00,67.82,1.01
2026-06-21 13:12:08,260.17,38.13,68.82,1.41
2026-06-21 13:12:10,287.64,34.53,61.62,1.24
2026-06-21 13:12:13,281.77,35.27,62.82,0.98
2026-06-21 13:12:15,289.88,34.25,60.29,1.33
2026-06-21 13:12:17,274.30,36.20,64.95,0.78
2026-06-21 13:12:20,286.15,34.71,59.89,0.71
2026-06-21 13:12:22,282.43,35.22,61.30,0.91
2026-06-21 13:12:24,289.62,34.28,59.74,0.85
2026-06-21 13:12:26,277.93,35.73,62.99,1.23
2026-06-21 13:12:29,271.87,36.54,65.48,1.32
2026-06-21 13:12:31,264.90,37.42,67.13,1.22
2026-06-21 13:12:33,253.00,39.18,70.55,1.17
2026-06-21 13:12:36,281.82,35.24,61.01,0.86
2026-06-21 13:12:38,279.67,35.54,62.28,0.61
2026-06-21 13:12:40,288.13,34.45,60.54,1.12
2026-06-21 13:12:43,263.88,37.58,67.81,0.96
2026-06-21 13:12:45,254.59,38.91,72.91,1.40
2026-06-21 13:12:47,273.42,36.33,66.01,0.88
2026-06-21 13:12:49,267.17,37.13,66.51,1.15
2026-06-21 13:12:51,281.83,35.25,62.90,1.03
2026-06-21 13:12:54,264.93,37.42,65.97,0.92
2026-06-21 13:12:56,286.76,34.63,60.24,0.81
2026-06-21 13:12:58,278.40,35.71,63.42,1.17
2026-06-21 13:13:01,295.50,33.66,59.28,1.22
2026-06-21 13:13:03,256.61,38.59,68.08,1.15
2026-06-21 13:13:05,274.36,36.20,65.69,1.19
2026-06-21 13:13:08,278.39,35.70,63.50,1.10
2026-06-21 13:13:10,295.93,33.57,58.20,0.92
2026-06-21 13:13:13,288.82,34.39,58.24,1.17
2026-06-21 13:13:15,279.74,35.54,64.06,0.81
2026-06-21 13:13:17,264.12,37.55,67.99,1.11
2026-06-21 13:13:20,284.62,34.91,61.39,0.91
2026-06-21 13:13:22,282.70,35.16,61.64,0.68
2026-06-21 13:13:24,273.87,36.29,64.31,0.83
2026-06-21 13:13:27,265.74,37.28,65.65,0.95
2026-06-21 13:13:29,263.76,37.60,67.64,0.52
2026-06-21 13:13:31,281.67,35.27,61.91,0.89
2026-06-21 13:13:34,292.85,33.95,59.53,0.97
2026-06-21 13:13:36,258.17,38.39,69.32,1.14
2026-06-21 13:13:38,273.47,36.32,62.76,0.71
2026-06-21 13:13:40,287.92,34.47,60.22,1.12
2026-06-21 13:13:43,288.28,34.43,59.94,1.05
2026-06-21 13:13:45,281.71,35.31,61.17,0.89
2026-06-21 13:13:47,276.83,35.91,64.37,1.04
2026-06-21 13:13:49,264.12,37.54,66.82,1.42
2026-06-21 13:13:51,266.26,37.19,65.58,0.74
2026-06-21 13:13:54,268.76,36.93,65.52,0.73
2026-06-21 13:13:56,288.33,34.42,58.91,1.14
2026-06-21 13:13:58,259.82,38.17,69.44,0.94
2026-06-21 13:14:01,255.47,38.77,70.38,0.56
2026-06-21 13:14:03,278.93,35.59,63.09,1.11
2026-06-21 13:14:05,274.09,36.24,65.58,0.73
2026-06-21 13:14:08,252.57,39.25,72.56,0.95
2026-06-21 13:14:10,266.61,37.17,65.57,0.81
2026-06-21 13:14:12,270.69,36.72,66.43,1.19
2026-06-21 13:14:14,253.55,39.09,70.50,0.96
2026-06-21 13:14:17,288.77,34.37,60.12,1.03
2026-06-21 13:14:18,269.44,36.86,65.11,0.74
2026-06-21 13:14:19,276.33,35.95,65.98,0.81
2026-06-21 13:14:21,271.63,36.62,64.06,1.23
2026-06-21 13:14:23,260.43,38.10,68.70,0.99
2026-06-21 13:14:24,255.81,38.71,70.54,1.00
2026-06-21 13:14:25,270.31,36.74,67.03,1.10
2026-06-21 13:14:27,260.06,38.14,69.21,0.98
2026-06-21 13:14:28,285.13,34.82,61.74,0.68
2026-06-21 13:14:29,286.28,34.69,62.15,0.86
2026-06-21 13:14:31,265.38,37.33,66.58,1.06
2026-06-21 13:14:33,261.61,37.95,67.70,0.58
2026-06-21 13:14:34,257.76,38.44,68.78,1.06
2026-06-21 13:14:35,255.47,38.77,69.00,1.25
2026-06-21 13:14:37,264.93,37.41,67.11,0.93
2026-06-21 13:14:40,258.26,38.38,69.63,1.11
2026-06-21 13:14:42,252.10,39.31,71.92,1.24
2026-06-21 13:14:44,272.32,36.48,66.73,0.98
2026-06-21 13:14:46,285.88,34.76,61.22,0.66
2026-06-21 13:14:48,258.06,38.40,68.06,1.06
2026-06-21 13:14:50,259.35,38.23,69.33,1.07
2026-06-21 13:14:53,284.23,34.92,61.53,1.19
2026-06-21 13:14:55,284.04,34.97,60.46,0.86
2026-06-21 13:14:57,260.06,38.15,68.38,1.04
2026-06-21 13:15:00,286.98,34.58,60.09,0.86
2026-06-21 13:15:02,284.56,34.89,62.70,1.21
2026-06-21 13:15:04,295.30,33.65,59.23,0.81
2026-06-21 13:15:07,275.11,36.07,64.07,1.34
2026-06-21 13:15:09,266.25,37.21,65.89,1.17
2026-06-21 13:15:12,260.40,38.10,68.69,1.45
2026-06-21 13:15:14,277.77,35.77,62.92,1.11
2026-06-21 13:15:17,292.19,34.03,59.33,0.89
2026-06-21 13:15:19,258.71,38.32,69.76,1.12
2026-06-21 13:15:21,254.79,38.88,71.24,1.01
2026-06-21 13:15:23,296.22,33.58,57.14,1.01
2026-06-21 13:15:26,253.37,39.11,71.73,1.21
2026-06-21 13:15:28,252.62,39.25,70.73,0.87
2026-06-21 13:15:31,259.76,38.18,68.01,1.44
2026-06-21 13:15:33,254.19,38.98,69.94,0.93
2026-06-21 13:15:36,263.41,37.66,68.26,1.23
2026-06-21 13:15:38,267.56,37.05,65.17,1.02
2026-06-21 13:15:40,294.66,33.73,59.72,1.11
2026-06-21 13:15:43,267.32,37.11,65.38,1.25
2026-06-21 13:15:45,262.13,37.87,67.31,0.73
2026-06-21 13:15:47,257.45,38.49,70.04,1.01
2026-06-21 13:15:50,262.85,37.77,68.49,0.91
2026-06-21 13:15:52,254.80,38.88,70.69,0.85
2026-06-21 13:15:54,282.73,35.15,63.58,0.87
2026-06-21 13:15:57,288.78,34.37,61.60,1.06
2026-06-21 13:15:59,252.30,39.29,71.03,1.13
2026-06-21 13:16:01,271.95,36.56,65.53,0.68
2026-06-21 13:16:04,268.82,36.92,66.65,1.00
2026-06-21 13:16:06,293.71,33.86,59.42,0.58
2026-06-21 13:16:08,257.45,38.49,69.78,1.11
2026-06-21 13:16:11,265.31,37.38,67.21,1.28
2026-06-21 13:16:13,287.35,34.57,60.78,1.22
2026-06-21 13:16:15,271.80,36.57,65.77,0.68
2026-06-21 13:16:17,263.48,37.65,68.61,0.55
2026-06-21 13:16:20,274.93,36.12,62.88,0.79
2026-06-21 13:16:22,264.53,37.48,68.22,0.96
2026-06-21 13:16:24,295.56,33.64,60.76,0.98
2026-06-21 13:16:26,254.93,38.86,69.95,1.10
2026-06-21 13:16:28,296.12,33.57,58.83,0.82
2026-06-21 13:16:31,279.30,35.61,63.74,1.39
2026-06-21 13:16:32,279.42,35.55,63.44,0.91
2026-06-21 13:16:34,268.31,36.99,68.82,1.04
2026-06-21 13:16:35,288.75,34.40,61.49,1.18
2026-06-21 13:16:37,290.99,34.16,59.36,0.91
2026-06-21 13:16:40,275.16,36.07,64.13,0.89
2026-06-21 13:16:42,258.04,38.41,69.72,0.83
2026-06-21 13:16:44,266.63,37.16,65.31,1.16
2026-06-21 13:16:46,278.77,35.63,63.80,0.80
2026-06-21 13:16:48,263.94,37.57,67.08,0.99
2026-06-21 13:16:50,285.79,34.74,61.88,1.36
2026-06-21 13:16:53,254.33,38.96,70.56,0.85
2026-06-21 13:16:55,267.17,37.13,65.37,0.98
2026-06-21 13:16:57,257.09,38.54,69.47,1.24
2026-06-21 13:17:00,277.53,35.80,63.89,1.07
2026-06-21 13:17:03,291.43,34.09,59.35,1.20
2026-06-21 13:17:05,293.94,33.83,59.19,0.81
2026-06-21 13:17:07,284.72,34.87,60.56,1.16
2026-06-21 13:17:09,271.57,36.57,65.50,0.89
2026-06-21 13:17:12,273.56,36.27,65.31,0.74
2026-06-21 13:17:15,293.12,33.89,60.48,1.34
2026-06-21 13:17:17,290.99,34.16,60.44,0.75
2026-06-21 13:17:19,263.38,37.68,67.72,0.80
2026-06-21 13:17:21,259.18,38.25,70.16,0.97
2026-06-21 13:17:23,278.90,35.60,61.90,0.75
2026-06-21 13:17:26,268.11,37.01,66.42,0.84
2026-06-21 13:17:28,265.02,37.39,65.89,1.30
2026-06-21 13:17:31,291.89,34.05,59.51,1.15
2026-06-21 13:17:33,271.48,36.67,65.40,0.90
2026-06-21 13:17:35,260.34,38.11,68.11,1.14
2026-06-21 13:17:37,254.48,38.93,70.13,1.29
2026-06-21 13:17:40,259.59,38.20,67.28,0.91
2026-06-21 13:17:42,275.55,36.02,64.56,1.14
2026-06-21 13:17:44,263.96,37.57,65.89,0.69
2026-06-21 13:17:47,260.54,38.10,69.37,1.08
2026-06-21 13:17:49,253.65,39.08,72.66,0.85
2026-06-21 13:17:52,271.23,36.64,65.72,1.02
2026-06-21 13:17:54,266.56,37.19,66.68,1.22
2026-06-21 13:17:56,293.51,33.87,59.42,0.95
2026-06-21 13:17:59,279.25,35.59,63.14,1.11
2026-06-21 13:18:01,275.69,36.01,63.91,0.67
2026-06-21 13:18:03,285.38,34.79,60.93,0.97
2026-06-21 13:18:05,284.08,34.96,60.48,1.12
2026-06-21 13:18:08,267.88,37.03,67.52,1.11
2026-06-21 13:18:11,283.55,35.04,59.61,1.03
2026-06-21 13:18:13,274.28,36.22,64.90,1.18
2026-06-21 13:18:15,276.29,35.92,63.86,0.86
2026-06-21 13:18:17,253.70,39.06,70.82,0.89
2026-06-21 13:18:20,284.64,34.89,63.34,1.10
2026-06-21 13:18:22,262.81,37.78,68.15,1.09
2026-06-21 13:18:24,268.14,36.99,66.06,1.34
2026-06-21 13:18:26,276.58,35.94,62.91,0.92
2026-06-21 13:18:29,255.13,38.83,71.00,1.23
2026-06-21 13:18:32,277.27,35.80,63.59,0.64
2026-06-21 13:18:34,254.56,38.92,70.33,1.01
2026-06-21 13:18:36,260.44,38.10,68.27,1.09
2026-06-21 13:18:39,279.75,35.55,62.38,1.11
2026-06-21 13:18:41,274.70,36.12,62.57,0.89
2026-06-21 13:18:43,252.67,39.24,71.69,1.04
2026-06-21 13:18:45,279.79,35.54,61.06,1.03
2026-06-21 13:18:47,295.04,33.73,58.21,0.71
2026-06-21 13:18:49,273.99,36.25,65.50,1.10
2026-06-21 13:18:52,280.36,35.43,61.02,0.89
2026-06-21 13:18:54,287.62,34.52,61.17,0.88
2026-06-21 13:18:56,254.65,38.91,70.29,0.70
2026-06-21 13:18:59,268.49,36.98,66.75,0.90
2026-06-21 13:19:01,259.90,38.16,69.02,1.08
2026-06-21 13:19:03,277.35,35.82,63.36,0.97
2026-06-21 13:19:06,275.19,36.05,62.54,1.00
2026-06-21 13:19:08,294.84,33.72,59.23,0.77
2026-06-21 13:19:11,256.36,38.63,70.58,0.89
2026-06-21 13:19:13,252.60,39.24,72.34,1.17
2026-06-21 13:19:15,288.37,34.44,59.32,0.86
2026-06-21 13:19:17,278.83,35.62,61.76,1.13
2026-06-21 13:19:19,284.81,34.86,61.29,0.89
2026-06-21 13:19:21,278.83,35.64,64.48,0.63
2026-06-21 13:19:24,289.74,34.28,59.79,1.11
2026-06-21 13:19:26,285.47,34.79,60.80,1.14
2026-06-21 13:19:29,290.27,34.23,61.19,1.07
2026-06-21 13:19:31,266.40,37.18,66.45,0.80
2026-06-21 13:19:34,289.09,34.35,60.55,1.14
2026-06-21 13:19:37,264.38,37.50,67.10,1.33
2026-06-21 13:19:39,267.66,37.06,65.81,1.02
2026-06-21 13:19:41,280.07,35.48,63.45,1.31
2026-06-21 13:19:44,254.13,38.99,70.85,0.73
2026-06-21 13:19:46,283.79,34.97,62.09,0.98
2026-06-21 13:19:49,255.97,38.69,70.56,0.71
2026-06-21 13:19:51,260.27,38.13,69.29,1.35
2026-06-21 13:19:53,268.14,36.99,66.32,0.68
2026-06-21 13:19:55,285.44,34.79,59.81,0.97
2026-06-21 13:19:57,279.77,35.54,61.61,1.00
2026-06-21 13:19:59,287.11,34.59,62.17,1.45
2026-06-21 13:20:02,267.66,37.06,66.50,0.61
2026-06-21 13:20:04,251.79,39.37,70.87,1.08
2026-06-21 13:20:06,273.43,36.34,64.95,0.98
2026-06-21 13:20:08,269.35,36.87,64.72,1.03
2026-06-21 13:20:11,288.52,34.42,60.43,1.04
2026-06-21 13:20:13,273.41,36.30,64.85,1.18
2026-06-21 13:20:16,286.15,34.71,59.68,0.88
2026-06-21 13:20:18,268.25,36.99,66.40,0.93
2026-06-21 13:20:21,265.77,37.29,68.79,0.78
2026-06-21 13:20:23,281.76,35.28,60.52,1.03
2026-06-21 13:20:25,258.32,38.37,68.79,1.22
2026-06-21 13:20:27,274.54,36.16,64.46,1.20
2026-06-21 13:20:29,263.55,37.64,67.82,1.29
2026-06-21 13:20:32,293.77,33.86,58.93,1.06
2026-06-21 13:20:34,277.68,35.75,62.77,1.14
2026-06-21 13:20:37,281.00,35.38,62.96,0.96
2026-06-21 13:20:39,281.44,35.34,62.92,1.06
2026-06-21 13:20:42,293.10,33.89,59.12,0.78
2026-06-21 13:20:44,269.01,36.92,65.18,1.00
2026-06-21 13:20:47,261.94,37.90,69.79,1.16
2026-06-21 13:20:49,292.57,33.99,61.13,1.22
2026-06-21 13:20:51,267.00,37.12,68.77,0.91
2026-06-21 13:20:54,255.27,38.80,69.07,0.92
2026-06-21 13:20:56,287.65,34.53,61.34,1.07
2026-06-21 13:20:58,278.68,35.69,61.80,0.46
2026-06-21 13:21:01,293.93,33.81,57.87,1.13
2026-06-21 13:21:03,261.00,38.02,66.37,0.65
2026-06-21 13:21:05,283.02,35.10,62.91,1.25
2026-06-21 13:21:08,251.87,39.39,71.14,0.87
2026-06-21 13:21:10,286.82,34.62,61.51,1.15
2026-06-21 13:21:12,286.73,34.63,60.85,0.89
2026-06-21 13:21:15,264.97,37.42,68.16,1.24
2026-06-21 13:21:17,259.68,38.19,68.33,0.90
2026-06-21 13:21:19,293.94,33.83,60.50,0.82
2026-06-21 13:21:21,296.78,33.48,57.79,1.29
2026-06-21 13:21:23,264.18,37.55,66.93,1.04
2026-06-21 13:21:26,264.17,37.53,67.70,0.96
2026-06-21 13:21:28,253.06,39.18,72.11,0.50
2026-06-21 13:21:30,289.23,34.33,60.32,1.10
2026-06-21 13:21:33,281.43,35.34,62.43,0.94
2026-06-21 13:21:36,289.46,34.32,62.46,0.96
2026-06-21 13:21:37,257.70,38.45,68.47,0.95
2026-06-21 13:21:40,292.81,33.96,58.75,1.18
2026-06-21 13:21:43,257.04,38.54,68.69,1.03
2026-06-21 13:21:45,281.34,35.30,63.21,0.85
2026-06-21 13:21:48,259.60,38.20,67.22,1.06
2026-06-21 13:21:50,284.51,34.90,60.81,0.78
2026-06-21 13:21:52,252.51,39.26,71.07,1.07
2026-06-21 13:21:54,294.45,33.79,58.29,1.07
2026-06-21 13:21:56,273.49,36.33,65.25,1.23
2026-06-21 13:21:59,281.03,35.39,61.59,1.09
2026-06-21 13:22:01,274.51,36.17,64.25,0.82
2026-06-21 13:22:03,288.70,34.40,60.94,1.31
2026-06-21 13:22:06,276.74,35.87,64.70,1.27
2026-06-21 13:22:08,255.54,38.75,71.57,1.07
2026-06-21 13:22:10,287.63,34.52,59.93,0.97
2026-06-21 13:22:12,295.69,33.60,58.34,1.25
2026-06-21 13:22:14,280.44,35.47,62.95,1.06
2026-06-21 13:22:17,255.25,38.81,69.92,1.13
2026-06-21 13:22:19,285.92,34.73,60.31,1.07
2026-06-21 13:22:22,263.63,37.63,67.00,1.05
2026-06-21 13:22:24,280.27,35.48,63.33,0.86
2026-06-21 13:22:27,263.18,37.71,68.01,1.29
2026-06-21 13:22:29,286.11,34.71,61.35,0.65
2026-06-21 13:22:31,269.66,36.82,66.45,0.79
2026-06-21 13:22:33,279.63,35.56,64.17,1.33
2026-06-21 13:22:36,271.62,36.60,66.68,0.97
2026-06-21 13:22:38,282.71,35.16,61.98,0.65
2026-06-21 13:22:40,288.30,34.43,59.94,1.28
2026-06-21 13:22:42,266.91,37.14,68.42,1.09
2026-06-21 13:22:45,268.47,36.95,65.74,0.82
2026-06-21 13:22:47,261.00,38.02,68.00,0.69
2026-06-21 13:22:49,261.71,37.93,68.00,1.05
2026-06-21 13:22:52,281.12,35.38,63.24,0.88
2026-06-21 13:22:54,262.38,37.84,68.62,0.97
2026-06-21 13:22:56,291.82,34.04,60.00,1.22
2026-06-21 13:22:59,292.22,34.00,59.79,1.03
2026-06-21 13:23:01,263.74,37.61,67.05,1.07
2026-06-21 13:23:03,286.22,34.70,61.37,1.23
2026-06-21 13:23:05,273.50,36.33,63.52,0.98
2026-06-21 13:23:08,267.47,37.08,65.97,1.33
2026-06-21 13:23:10,290.25,34.21,59.68,1.33
2026-06-21 13:23:12,264.99,37.40,67.49,1.27
2026-06-21 13:23:14,294.36,33.78,59.04,1.17
2026-06-21 13:23:16,289.37,34.30,60.53,0.77
2026-06-21 13:23:19,257.59,38.46,71.62,0.97
2026-06-21 13:23:21,276.51,35.92,65.37,0.81
2026-06-21 13:23:24,276.33,35.94,63.72,1.12
2026-06-21 13:23:26,293.13,33.92,58.55,1.06
2026-06-21 13:23:28,285.21,34.80,59.66,0.66
2026-06-21 13:23:31,287.95,34.47,60.67,1.09
2026-06-21 13:23:33,260.44,38.10,67.48,0.60
2026-06-21 13:23:35,264.27,37.52,67.15,1.00
2026-06-21 13:23:37,280.42,35.42,62.32,1.38
2026-06-21 13:23:40,273.93,36.27,64.97,0.57
2026-06-21 13:23:42,292.31,34.02,58.95,1.03
2026-06-21 13:23:45,264.72,37.43,69.54,0.65
2026-06-21 13:23:46,288.06,34.48,60.38,0.83
2026-06-21 13:23:49,292.02,34.04,60.71,0.91
2026-06-21 13:23:51,264.99,37.40,67.16,0.68
2026-06-21 13:23:53,265.14,37.38,66.67,0.87
2026-06-21 13:23:55,273.47,36.34,65.01,1.22
2026-06-21 13:23:57,268.96,36.93,64.18,1.17
2026-06-21 13:23:59,282.42,35.19,64.00,1.12
2026-06-21 13:24:02,267.13,37.13,66.01,0.83
2026-06-21 13:24:04,251.71,39.38,71.76,0.85
2026-06-21 13:24:07,291.90,34.05,58.95,1.24
2026-06-21 13:24:09,285.25,34.81,61.29,1.31
2026-06-21 13:24:12,286.48,34.65,60.81,1.14
2026-06-21 13:24:14,267.54,37.05,66.63,0.92
2026-06-21 13:24:16,275.15,36.07,65.64,1.40
2026-06-21 13:24:19,273.05,36.39,63.95,0.98
2026-06-21 13:24:22,280.73,35.42,61.93,0.61
2026-06-21 13:24:24,287.91,34.50,60.67,0.87
2026-06-21 13:24:26,254.31,38.96,68.69,0.81
2026-06-21 13:24:28,262.41,37.83,68.41,0.91
2026-06-21 13:24:30,292.00,34.02,57.35,0.90
2026-06-21 13:24:33,259.56,38.20,68.66,0.73
2026-06-21 13:24:35,258.89,38.30,69.74,0.96
2026-06-21 13:24:37,270.18,36.78,65.65,1.04
2026-06-21 13:24:39,265.35,37.35,66.48,1.32
2026-06-21 13:24:42,286.33,34.69,60.78,0.84
2026-06-21 13:24:44,282.47,35.18,60.48,1.23
2026-06-21 13:24:47,270.75,36.71,65.31,1.02
2026-06-21 13:24:49,279.28,35.58,62.61,1.18
2026-06-21 13:24:51,272.87,36.42,65.30,1.13
2026-06-21 13:24:53,259.28,38.24,68.33,0.85
2026-06-21 13:24:55,262.43,37.83,66.99,1.24
2026-06-21 13:24:58,287.74,34.51,61.82,1.33
2026-06-21 13:25:00,289.62,34.28,61.44,1.10
2026-06-21 13:25:02,268.84,36.90,65.62,0.96
2026-06-21 13:25:05,263.06,37.72,67.04,0.88
2026-06-21 13:25:07,253.54,39.08,72.41,1.22
2026-06-21 13:25:09,252.04,39.33,71.38,0.65
2026-06-21 13:25:11,273.26,36.43,65.59,1.13
2026-06-21 13:25:13,256.30,38.64,71.01,1.09
2026-06-21 13:25:16,282.33,35.21,61.91,1.10
2026-06-21 13:25:18,276.93,35.85,63.11,1.29
